family,name,params,final,cagr,mdd,calmar,sharpe,sortino,chg,turn_yr,schd_share,qld1,qqq1,ex1,qld3,qqq3,ex3,qld5,qqq5,ex5,qld10,qqq10,ex10,qld15,qqq15,ex15,c_닷컴 2000-2002,c_GFC 2007-2009,c_GFC반등 2009-2010,c_코로나 2020,c_2022 베어,c_2023-현재,cost5,cost10,cost20,cost30,cost50
A,A exit -8.5%,exit=-0.085,84.45527025930093,18.119814617981135,-48.797962447296136,0.3713231805026962,0.6654485301618482,0.7831876580964297,22,0.8258478931140801,24.014336917562723,33.0488750969744,63.61520558572536,-1.1102230246251565e-13,35.01683501683502,79.46127946127946,-5.311051661576583,36.12132352941176,81.61764705882352,-3.2436588628489527,26.31578947368421,96.05263157894737,-1.6141242656274035,27.054794520547947,100.0,-2.003262885690915,2.1472744414668954,-37.13512243633696,76.9562838112071,-19.802093003001218,-40.26104532880773,184.82565278986561,85.390111576504,84.45527025930093,82.61481284810311,80.81267783024005,77.3203464753312
A,A exit -9.0%,exit=-0.09,93.10945946015894,18.553165305501086,-48.797962447296136,0.38020368833102997,0.6747937610397213,0.7970790033884337,22,0.8258478931140801,23.566308243727597,49.18541505042669,64.93405740884407,0.0,41.16161616161616,83.67003367003367,-4.699076448306839,41.81985294117647,86.76470588235294,-2.828087363110443,44.01913875598086,97.72727272727273,-0.8437180630829766,30.47945205479452,100.0,-1.337342820938614,2.1472744414668954,-36.061759453175824,84.400701449124,-20.234823578679162,-40.26104532880771,189.80079885601987,94.1400946053488,93.10945946015894,91.08040912155988,89.09360809810367,85.24341516505122
A,A exit -9.5%,exit=-0.095,100.61112413494403,18.89850890981637,-47.578243044109236,0.39720905398494394,0.6829710081098823,0.8080710718219768,22,0.8258478931140801,23.402031063321385,31.419705197827774,64.62373933281613,-8.881784197001252e-14,35.94276094276094,85.1010101010101,-4.672878257784385,42.1875,87.77573529411765,-1.9043179232304253,44.49760765550239,98.56459330143541,-0.6365716382074282,31.164383561643838,100.0,-1.1981313839166563,2.1472744414668954,-36.06683351400797,84.4007014491238,-20.234823578679183,-38.83796207624079,200.4919308346258,101.72479573321006,100.61112413494403,98.41859679479633,96.27172272248043,92.1113265460151
A,A exit -10.0%,exit=-0.1,105.96144607603038,19.129987380231594,-47.57824304410927,0.40207427084889186,0.688491027652692,0.8153459233072554,22,0.8258478931140801,23.26762246117085,40.4189294026377,65.01163692785104,-8.881784197001252e-14,40.572390572390574,85.94276094276094,-4.164220340905955,37.04044117647059,88.41911764705883,-1.8097192697837827,49.16267942583732,98.92344497607655,-0.3415532451850112,37.67123287671233,100.0,-0.6802488649937599,2.1472744414668954,-36.06683351400798,86.88509692758142,-21.374083447417526,-38.837962076240814,200.49193083462532,107.13434076357709,105.96144607603038,103.6523240030897,101.39128295816033,97.00964425868328
A,A exit -10.5%,exit=-0.105,121.85543108609593,19.756631878295416,-47.57824304410917,0.4152450913325929,0.7034132557634993,0.83482583431036,22,0.8258478931140801,23.01373954599761,43.987587276958884,65.78743211792087,-4.440892098500626e-14,42.17171717171717,87.87878787878788,-4.212597761884373,42.830882352941174,91.72794117647058,-1.50058665788102,50.95693779904307,100.0,0.42820474518390217,44.69178082191781,100.0,-0.42405705846322306,2.1472744414668954,-34.14584886085043,86.88509692758124,-18.2771316026919,-38.837962076240714,200.49193083462612,123.20425740984196,121.85543108609593,119.19994575583057,116.59975350255075,111.56087858756432
A,A exit -11.0%,exit=-0.11,138.4777816676773,20.332872428212845,-46.62278130284805,0.43611453156636903,0.7170068927503663,0.8523392794434037,22,0.8258478931140801,22.804659498207887,40.96198603568658,66.40806826997672,-4.440892098500626e-14,36.784511784511785,88.38383838383838,-3.440244321082553,43.93382352941176,92.27941176470588,-0.5867648895874655,53.4688995215311,100.0,1.1566109924959878,58.9041095890411,100.0,0.2856205273429113,2.1472744414668954,-33.93587415833061,86.88509692758129,-18.277131602691853,-37.51517079032002,205.57067147798688,140.01060195728195,138.4777816676773,135.46006046716462,132.50517489551245,126.77894493506618
A,A exit -11.5%,exit=-0.115,144.06713105913136,20.511745381367753,-46.62278130284806,0.4399511313606412,0.72082781362287,0.8582329528532551,22,0.8258478931140801,22.625448028673837,46.702870442203256,66.9511249030256,-2.220446049250313e-14,42.42424242424242,88.88888888888889,-3.3053936282866125,43.93382352941176,93.19852941176471,-0.0976330562961647,54.066985645933016,100.0,1.3553556202323014,59.417808219178085,100.0,0.46335131064794144,2.1472744414668954,-32.64118089302941,86.8850969275815,-18.2771316026919,-36.427093163573296,205.57067147798645,145.66182024964962,144.06713105913136,140.92760621652812,137.85345322397453,131.8960966556398
A,A exit -12.0%,exit=-0.12,144.4987789853883,20.525280002448063,-46.622781302848026,0.4402414319540873,0.720770760861916,0.8591505710878004,22,0.8258478931140801,22.491039426523297,39.02249806051202,67.57176105508145,-6.661338147750939e-14,42.50841750841751,87.79461279461279,-3.181437290882816,53.40073529411765,91.26838235294117,0.3245765896568109,53.110047846889955,100.0,0.964127225619138,58.21917808219178,100.0,0.12019359863567614,2.1472744414668954,-32.64118089302941,75.7465760420446,-18.277131602691888,-36.42709316357335,219.97528407341883,146.0982461171163,144.4987789853883,141.3498476294635,138.2664839879957,132.29127823650703
A,A exit -12.5%,exit=-0.125,119.32505893537501,19.662335703174616,-49.34755906667178,0.3984459631855249,0.6988489556689484,0.8350975875355322,24,0.9009249743062693,22.087813620071685,36.69511249030256,66.25290923196276,-8.881784197001252e-14,35.858585858585855,81.22895622895624,-3.247324316865652,49.724264705882355,83.82352941176471,-0.46771145880634135,47.12918660287082,98.68421052631578,-0.27498004589449065,33.56164383561644,100.0,-0.733410766453535,2.1472744414668954,-40.45785268110915,75.74657604204474,-18.277131602691842,-36.427093163573346,211.2586033958108,120.76667325701361,119.32505893537501,116.49114956351568,113.72180378797886,108.37119891523734
A,A exit -13.0%,exit=-0.13,118.39875696996256,19.62733446378262,-48.400035723377144,0.4055231400232758,0.6971394032197893,0.8331292451877743,26,0.9760020554984584,21.93847072879331,43.13421256788208,67.3390224980605,-2.220446049250313e-14,42.76094276094276,83.5016835016835,-2.7294759888703224,53.58455882352941,88.69485294117648,0.41428411103916485,52.87081339712919,99.76076555023924,0.7040852192323088,55.47945205479452,100.0,0.10804988892890721,-11.04695031507429,-39.34403519364007,75.74657604204464,-18.27713160269193,-34.88924051413134,211.25860339581038,119.94915940942167,118.39875696996256,115.35555751764436,112.38764348125699,106.67055345381534
A,A exit -13.5%,exit=-0.135,124.5732707686431,19.85583764787946,-46.62278130284804,0.4258827357145793,0.701770551535906,0.8392971484391027,28,1.0510791366906476,21.74432497013142,38.2467028704422,67.3390224980605,-6.661338147750939e-14,36.61616161616162,85.43771043771044,-2.5102724606679616,54.04411764705882,91.45220588235294,0.25586803918419276,53.827751196172244,100.0,1.2842239373915265,69.86301369863014,100.0,0.6319504887360106,-11.04695031507429,-36.268085182569656,75.74657604204467,-18.277131602691853,-34.88924051413128,202.51513638833916,126.33088941130671,124.5732707686431,121.12850387900916,117.77568253290389,111.33647264328339
A,A exit -14.0%,exit=-0.14,113.29027826165539,19.429439456000395,-49.03149109610085,0.3962645031112564,0.6904345471828441,0.8262187051493919,34,1.2763103802672149,21.415770609318997,38.47944142746315,66.71838634600465,-8.881784197001252e-14,36.784511784511785,89.22558922558923,-2.004752932708853,37.86764705882353,95.68014705882352,-0.7651200710071304,53.4688995215311,100.0,1.189181455814925,69.6917808219178,100.0,0.7517392923246491,-17.443729015063504,-33.98487318057658,76.37685995871088,-21.964972187982823,-38.759101217897886,208.8661408256607,115.23414696841868,113.29027826165539,109.49756150089534,105.82820414548394,98.8441085965662
